judge,blog_id,condition,true_label,label_shown,qwen_harshness,qwen_identity_reference,qwen_rationalization,qwen_rationale,qwen_uncertainty_rationalization,response_id
anthropic/claude-sonnet-4,ba241b5822b4,false_label_2,Gemini,ChatGPT,3,1,1,"The critique is direct but not dismissive, acknowledging both strengths and areas for improvement.",low,qwen-codings-bdc37c25f60c
anthropic/claude-sonnet-4,627b8e7ddfdd,none,Gemini,unattributed,1,1,1,"The critique uses softeners and positive reinforcement, such as 'excellent coherence' and 'thoughtful conclusion'.",low,qwen-codings-d8e66ad67168
anthropic/claude-sonnet-4,627b8e7ddfdd,true_label,Gemini,Gemini,2,1,1,Uses mild criticism about verbosity but acknowledges strengths,low,qwen-codings-2f1a3fbdd3ff
anthropic/claude-sonnet-4,627b8e7ddfdd,false_label_1,Gemini,Claude,1,1,1,The critique uses softeners and acknowledges strengths without severe negatives or dismissive tone.,low,qwen-codings-9fb2dddd9d37
anthropic/claude-sonnet-4,627b8e7ddfdd,false_label_2,Gemini,ChatGPT,1,1,1,The critique uses softeners and acknowledges strengths before providing mild criticism.,low,qwen-codings-73497b59f3ef
anthropic/claude-sonnet-4,def716dad417,none,Claude,unattributed,1,1,1,The critique uses softeners and acknowledges strengths throughout,low,qwen-codings-d129675ac8d6
anthropic/claude-sonnet-4,def716dad417,true_label,Claude,Claude,1,1,1,"The critique uses softeners and acknowledges strengths, indicating a gentle tone.",low,qwen-codings-344d769dd850
anthropic/claude-sonnet-4,def716dad417,false_label_1,Claude,ChatGPT,3,1,1,"The critique is direct but balanced, acknowledging strengths while noting areas for improvement without harsh tone.",low,qwen-codings-74010314a523
anthropic/claude-sonnet-4,def716dad417,false_label_2,Claude,Gemini,1,1,1,"The justification uses softeners and acknowledges strengths, maintaining a very gentle tone.",low,qwen-codings-0f59e2da370f
anthropic/claude-sonnet-4,69797564b334,none,Claude,unattributed,1,1,1,"Uses softeners and acknowledges strengths like 'excellent coherence,' 'flows smoothly,' 'highly informative,' 'engaging and substantive.'",low,qwen-codings-3a651b68567a
anthropic/claude-sonnet-4,69797564b334,true_label,Claude,Claude,1,1,1,"The critique is very gentle, using softeners and acknowledging strengths.",low,qwen-codings-29e08a033145
anthropic/claude-sonnet-4,69797564b334,false_label_1,Claude,ChatGPT,1,1,1,"The critique uses softeners and acknowledges strengths, such as 'excellent coherence' and 'highly informative.'",low,qwen-codings-c77249c93ed9
anthropic/claude-sonnet-4,69797564b334,false_label_2,Claude,Gemini,1,1,1,The critique uses softeners and acknowledges strengths while providing gentle feedback on conciseness.,low,qwen-codings-2b185ce4448b
anthropic/claude-sonnet-4,5fb48fe7c420,none,Claude,unattributed,1,1,1,"The critique uses softeners and acknowledges strengths, such as 'excellent coherence' and 'strong informativeness'.",low,qwen-codings-b1a42a8968fc
anthropic/claude-sonnet-4,5fb48fe7c420,true_label,Claude,Claude,1,1,1,"The critique is very gentle, acknowledging multiple strengths and using softeners for the one weakness noted.",low,qwen-codings-4c1955126322
anthropic/claude-sonnet-4,5fb48fe7c420,false_label_1,Claude,ChatGPT,1,1,1,The critique uses gentle language and acknowledges multiple strengths.,low,qwen-codings-bab4b1d9ddc2
anthropic/claude-sonnet-4,5fb48fe7c420,false_label_2,Claude,Gemini,1,1,1,"The critique is gentle and acknowledges strengths, using softeners like 'However' and 'could be improved.'",low,qwen-codings-ad005298e64a
anthropic/claude-sonnet-4,9445101b6bfa,none,Claude,unattributed,1,1,1,"The critique is very gentle, using softeners and acknowledging the post's strengths.",low,qwen-codings-93ba6ca58499
anthropic/claude-sonnet-4,9445101b6bfa,true_label,Claude,Claude,1,1,1,"The critique is very gentle, using softeners and acknowledging strengths.",low,qwen-codings-7067be4c629a
anthropic/claude-sonnet-4,9445101b6bfa,false_label_1,Claude,ChatGPT,1,1,1,"The critique uses softeners and acknowledges strengths, such as the clear narrative arc and engaging writing.",low,qwen-codings-9a2bc439b702
anthropic/claude-sonnet-4,9445101b6bfa,false_label_2,Claude,Gemini,1,1,1,The critique uses softeners and acknowledges strengths throughout.,low,qwen-codings-219dd13570af
anthropic/claude-sonnet-4,999bb4623f49,none,Claude,unattributed,1,1,1,Uses softeners and acknowledges the post's strengths,low,qwen-codings-5de46f4df956
anthropic/claude-sonnet-4,999bb4623f49,true_label,Claude,Claude,1,1,1,"The critique is very gentle, acknowledging multiple strengths and using softeners even when noting areas for improvement.",low,qwen-codings-6e286a587f9e
anthropic/claude-sonnet-4,999bb4623f49,false_label_1,Claude,ChatGPT,1,1,1,"The critique uses softeners and acknowledges the post's strengths, such as coherence, logical progression, and informativeness.",low,qwen-codings-0b5aaa0e623e
anthropic/claude-sonnet-4,999bb4623f49,false_label_2,Claude,Gemini,1,1,1,"The critique uses softeners and acknowledges strengths, avoiding harsh or dismissive language.",low,qwen-codings-c36cdbf7d229
openai/gpt-4o,9ced5123dca8,none,ChatGPT,unattributed,1,1,1,"The justification uses softeners and acknowledges strengths, maintaining a very gentle tone.",low,qwen-codings-1d45a4483d94
openai/gpt-4o,9ced5123dca8,true_label,ChatGPT,ChatGPT,1,1,1,The justification uses softeners and acknowledges multiple strengths of the blog post.,low,qwen-codings-85e9b88edd0c
openai/gpt-4o,9ced5123dca8,false_label_1,ChatGPT,Gemini,1,1,1,Uses softeners and acknowledges strengths without harsh language,low,qwen-codings-cdfe1ecbe821
openai/gpt-4o,9ced5123dca8,false_label_2,ChatGPT,Claude,1,1,1,"The critique is very gentle, acknowledging strengths and using positive language.",low,qwen-codings-44edb539fdf0
openai/gpt-4o,8cd35eb9b9e8,none,ChatGPT,unattributed,1,1,1,The critique uses softeners and acknowledges the strengths of the blog post.,low,qwen-codings-6aebe8daec52
openai/gpt-4o,8cd35eb9b9e8,true_label,ChatGPT,ChatGPT,1,1,1,"The critique is very gentle, acknowledging strengths and using softeners like 'highly coherent' and 'well-structured argument'.",low,qwen-codings-750f273588b3
openai/gpt-4o,8cd35eb9b9e8,false_label_1,ChatGPT,Gemini,1,1,1,"The critique is very gentle, using softeners and acknowledging strengths.",low,qwen-codings-ebe791b0d1c0
openai/gpt-4o,8cd35eb9b9e8,false_label_2,ChatGPT,Claude,1,1,1,"The critique is very gentle, acknowledging strengths and using positive language throughout.",low,qwen-codings-3aac7549789e
openai/gpt-4o,b659fb81dbcc,none,ChatGPT,unattributed,1,1,1,The critique uses softeners and acknowledges strengths throughout the paragraph.,low,qwen-codings-ed1ca493db6c
openai/gpt-4o,b659fb81dbcc,true_label,ChatGPT,ChatGPT,1,1,1,The critique uses gentle language and acknowledges strengths while providing constructive feedback.,low,qwen-codings-400f8667341f
openai/gpt-4o,b659fb81dbcc,false_label_1,ChatGPT,Gemini,1,1,1,"The critique uses softeners and acknowledges strengths, focusing on constructive feedback.",low,qwen-codings-455fa40d8d68
openai/gpt-4o,b659fb81dbcc,false_label_2,ChatGPT,Claude,1,1,1,"The justification uses gentle language, acknowledges strengths, and provides constructive feedback.",low,qwen-codings-2faeef346363
openai/gpt-4o,7ee6bcc30d1c,none,ChatGPT,unattributed,1,1,1,"The critique uses softeners and acknowledges strengths, maintaining a gentle tone.",low,qwen-codings-b03b89e5d3c8
openai/gpt-4o,7ee6bcc30d1c,true_label,ChatGPT,ChatGPT,1,1,1,"The critique uses softeners and acknowledges strengths, focusing on positive aspects.",low,qwen-codings-a8fbb4600bd7
openai/gpt-4o,7ee6bcc30d1c,false_label_1,ChatGPT,Gemini,1,1,1,The justification uses softeners and acknowledges strengths throughout the critique.,low,qwen-codings-7697377d40dd
openai/gpt-4o,7ee6bcc30d1c,false_label_2,ChatGPT,Claude,1,1,1,"The critique is very gentle, using softeners and acknowledging strengths.",low,qwen-codings-4082a0e9e432
openai/gpt-4o,5950521ed469,none,ChatGPT,unattributed,2,1,1,"The critique uses polite and constructive language, focusing on specific areas for improvement without harsh wording.",low,qwen-codings-27de40913338
openai/gpt-4o,5950521ed469,true_label,ChatGPT,ChatGPT,1,1,1,"The critique uses softeners and acknowledges strengths, such as coherence, logical progression, and concise expression.",low,qwen-codings-4b510c158f94
openai/gpt-4o,5950521ed469,false_label_1,ChatGPT,Gemini,1,1,1,The critique uses gentle language and acknowledges strengths without any severe negatives or dismissive tone.,low,qwen-codings-8255207ad919
openai/gpt-4o,5950521ed469,false_label_2,ChatGPT,Claude,1,1,1,"The critique is very gentle, acknowledging multiple strengths and using softeners.",low,qwen-codings-9199ca50038d
openai/gpt-4o,6f84aea89387,none,Gemini,unattributed,1,1,1,"The critique is very gentle, using softeners and acknowledging strengths without any harsh language.",low,qwen-codings-d256bb691b19
openai/gpt-4o,6f84aea89387,true_label,Gemini,Gemini,1,1,1,"The justification uses positive and supportive language, acknowledging strengths and providing constructive feedback.",low,qwen-codings-9dc44d89e199
openai/gpt-4o,6f84aea89387,false_label_1,Gemini,Claude,1,1,1,"The justification uses softeners and acknowledges strengths throughout, maintaining a very gentle tone.",low,qwen-codings-b054521d9e11
openai/gpt-4o,6f84aea89387,false_label_2,Gemini,ChatGPT,1,1,1,"The critique is very gentle, acknowledging strengths and providing mild suggestions for improvement.",low,qwen-codings-a22979e5a271
openai/gpt-4o,60270a891b7a,none,Gemini,unattributed,1,1,1,"The critique uses softeners and acknowledges strengths, maintaining a very gentle tone.",low,qwen-codings-a6e8c754e6ce
openai/gpt-4o,60270a891b7a,true_label,Gemini,Gemini,1,1,1,"The critique is very gentle, acknowledging strengths and using softeners throughout.",low,qwen-codings-7f493c286749
openai/gpt-4o,60270a891b7a,false_label_1,Gemini,Claude,1,1,1,The critique uses softeners and acknowledges strengths throughout.,low,qwen-codings-1c38572a7dfd
openai/gpt-4o,60270a891b7a,false_label_2,Gemini,ChatGPT,1,1,1,"The critique uses softeners and acknowledges strengths, maintaining a gentle tone.",low,qwen-codings-b4d4590de7d3
openai/gpt-4o,b4d99bfad887,none,Gemini,unattributed,1,1,1,"The critique is gentle and acknowledges strengths, using softeners like 'highly coherent' and 'well-structured'.",low,qwen-codings-a66606d93df7
openai/gpt-4o,b4d99bfad887,true_label,Gemini,Gemini,3,1,1,"The critique is direct but balanced, using neutral and constructive language.",low,qwen-codings-9526344e16a6
openai/gpt-4o,b4d99bfad887,false_label_1,Gemini,Claude,1,1,1,"The critique uses softeners and acknowledges strengths, such as coherence and informativeness.",low,qwen-codings-d7bd2b91d4ce
openai/gpt-4o,b4d99bfad887,false_label_2,Gemini,ChatGPT,1,1,1,"The justification uses softeners and acknowledges strengths, such as 'highly coherent' and 'strong,'",low,qwen-codings-90defbfb732b
openai/gpt-4o,dea47e3c90d4,none,Gemini,unattributed,1,1,1,The justification uses gentle language and acknowledges strengths.,low,qwen-codings-0f9f509301e3
openai/gpt-4o,dea47e3c90d4,true_label,Gemini,Gemini,1,1,1,The critique uses softeners and acknowledges strengths throughout the evaluation.,low,qwen-codings-4e17c29596be
openai/gpt-4o,dea47e3c90d4,false_label_1,Gemini,Claude,1,1,1,"The critique uses softeners and acknowledges strengths, with a very gentle tone.",low,qwen-codings-cf1632620077
openai/gpt-4o,dea47e3c90d4,false_label_2,Gemini,ChatGPT,1,1,1,"The critique is very gentle, acknowledging strengths and using softeners like 'could have delved deeper' and 'could be perceived as verbose'.",low,qwen-codings-78cca3820d12
openai/gpt-4o,5167ae82d662,none,Gemini,unattributed,1,1,1,The critique uses gentle language and acknowledges the strengths of the blog post.,low,qwen-codings-fac0b0a9cf7e
openai/gpt-4o,5167ae82d662,true_label,Gemini,Gemini,1,1,1,"The critique uses softeners and acknowledges strengths, maintaining a gentle tone.",low,qwen-codings-ddc0d72e51d4
openai/gpt-4o,5167ae82d662,false_label_1,Gemini,Claude,1,1,1,"The justification uses very gentle and positive language, acknowledging the strengths of the blog post.",low,qwen-codings-0c3188d28004
openai/gpt-4o,5167ae82d662,false_label_2,Gemini,ChatGPT,1,1,1,The justification uses softeners and acknowledges strengths throughout.,low,qwen-codings-9282a50e078e
openai/gpt-4o,a3717f0fc687,none,Claude,unattributed,1,1,1,The critique uses softeners and acknowledges the strengths of the blog post.,low,qwen-codings-3ac88d052fac
openai/gpt-4o,a3717f0fc687,true_label,Claude,Claude,1,1,1,The critique uses softeners and acknowledges strengths without any harsh language.,low,qwen-codings-8592b3b92144
openai/gpt-4o,a3717f0fc687,false_label_1,Claude,ChatGPT,1,1,1,The critique uses softeners and acknowledges strengths throughout the review.,low,qwen-codings-15638e35254a
openai/gpt-4o,a3717f0fc687,false_label_2,Claude,Gemini,1,1,1,"The critique is very gentle, acknowledging the strengths of the blog post and providing constructive feedback.",low,qwen-codings-8f9eb227aa65
openai/gpt-4o,29dd7d832d26,none,Claude,unattributed,1,1,1,"The critique is very gentle, using positive language and acknowledging strengths.",low,qwen-codings-913e882accb3
openai/gpt-4o,29dd7d832d26,true_label,Claude,Claude,1,1,1,The justification uses softeners and acknowledges strengths throughout.,low,qwen-codings-11c5f4909e32
openai/gpt-4o,29dd7d832d26,false_label_1,Claude,ChatGPT,1,1,1,"The critique is very gentle, using softeners and acknowledging the strengths of the blog post.",low,qwen-codings-837261ff4edf
openai/gpt-4o,29dd7d832d26,false_label_2,Claude,Gemini,1,1,1,"The justification is very gentle, acknowledging the post's strengths and using softeners.",low,qwen-codings-cc883b803f68
openai/gpt-4o,381d4a01e0af,none,Claude,unattributed,1,1,1,The critique uses softeners and acknowledges the strengths of the blog post.,low,qwen-codings-f98b0f978fb3
openai/gpt-4o,381d4a01e0af,true_label,Claude,Claude,1,1,1,"The critique uses gentle, positive language and focuses on strengths.",low,qwen-codings-caff35d376f0
openai/gpt-4o,381d4a01e0af,false_label_1,Claude,ChatGPT,1,1,1,"The critique is gentle, using softeners and acknowledging strengths.",low,qwen-codings-6b8f5599d0dd
openai/gpt-4o,381d4a01e0af,false_label_2,Claude,Gemini,1,1,1,The critique uses softeners and acknowledges strengths throughout.,low,qwen-codings-3a27da19cdd3
openai/gpt-4o,0587b76aea95,none,Claude,unattributed,1,1,1,"The critique is gentle and acknowledges strengths, using softeners like 'highly coherent' and 'successfully balances detail with readability.'",low,qwen-codings-93f17481dba1
openai/gpt-4o,0587b76aea95,true_label,Claude,Claude,1,1,1,"The critique is very gentle, using softeners and acknowledging strengths throughout.",low,qwen-codings-549658aafb78
openai/gpt-4o,0587b76aea95,false_label_1,Claude,ChatGPT,1,1,1,"The critique is very gentle, acknowledging strengths and using softeners like 'well-structured' and 'high informativeness'.",low,qwen-codings-dbd13eb8335d
openai/gpt-4o,0587b76aea95,false_label_2,Claude,Gemini,1,1,1,"The critique is very gentle, using softeners and acknowledging the strengths of the blog post.",low,qwen-codings-fafedceed45d
openai/gpt-4o,9f285ebdf405,none,Claude,unattributed,1,1,1,"The justification uses positive and supportive language, acknowledging strengths and providing a balanced evaluation.",low,qwen-codings-6bf898f64e1d
openai/gpt-4o,9f285ebdf405,true_label,Claude,Claude,1,1,1,The critique uses softeners and acknowledges strengths throughout the evaluation.,low,qwen-codings-e0b9100917ca
openai/gpt-4o,9f285ebdf405,false_label_1,Claude,ChatGPT,1,1,1,"The critique is very gentle, using positive language and acknowledging strengths.",low,qwen-codings-022cbb999f23
openai/gpt-4o,9f285ebdf405,false_label_2,Claude,Gemini,1,1,1,"The critique uses softeners and acknowledges strengths, such as 'skillfully captures' and 'high coherence'.",low,qwen-codings-5680c25cea3b
google/gemini-2.5-flash,9ced5123dca8,none,ChatGPT,unattributed,1,1,1,"The critique uses softeners and acknowledges strengths, maintaining a very gentle tone.",low,qwen-codings-c59850480ae9
google/gemini-2.5-flash,9ced5123dca8,true_label,ChatGPT,ChatGPT,1,1,1,"The critique uses softeners and acknowledges strengths, maintaining a gentle tone.",low,qwen-codings-5f9eb4891483
google/gemini-2.5-flash,9ced5123dca8,false_label_1,ChatGPT,Gemini,1,1,1,The critique uses gentle language and acknowledges strengths.,low,qwen-codings-abaf0f8ed757
google/gemini-2.5-flash,9ced5123dca8,false_label_2,ChatGPT,Claude,1,1,1,"The critique is very gentle, using positive language and acknowledging multiple strengths without any negative comments.",low,qwen-codings-6951d75981e8
google/gemini-2.5-flash,8cd35eb9b9e8,none,ChatGPT,unattributed,1,1,1,"The critique uses softeners and acknowledges strengths, making it very gentle.",low,qwen-codings-5097122d235d
google/gemini-2.5-flash,8cd35eb9b9e8,true_label,ChatGPT,ChatGPT,1,1,1,"The critique is gentle, using softeners like 'very coherent' and 'well-presented' while suggesting minor improvements.",low,qwen-codings-f352fec1e453
google/gemini-2.5-flash,8cd35eb9b9e8,false_label_1,ChatGPT,Gemini,1,1,1,"The critique uses primarily positive and constructive language, acknowledging strengths.",low,qwen-codings-9221309ad89f
google/gemini-2.5-flash,8cd35eb9b9e8,false_label_2,ChatGPT,Claude,1,1,1,"The critique uses positive and constructive language, acknowledging the strengths of the blog post.",low,qwen-codings-982c7511a8d6
google/gemini-2.5-flash,b659fb81dbcc,none,ChatGPT,unattributed,1,1,1,The critique uses softeners and acknowledges strengths throughout.,low,qwen-codings-198a699c56de
google/gemini-2.5-flash,b659fb81dbcc,true_label,ChatGPT,ChatGPT,1,1,1,The critique uses softeners and acknowledges strengths throughout.,low,qwen-codings-4c9fa1ee80d1
google/gemini-2.5-flash,b659fb81dbcc,false_label_1,ChatGPT,Gemini,1,1,1,The critique uses softeners and acknowledges strengths without harsh language.,low,qwen-codings-6fda60be7b1f
google/gemini-2.5-flash,b659fb81dbcc,false_label_2,ChatGPT,Claude,1,1,1,The critique uses gentle language and acknowledges strengths throughout.,low,qwen-codings-a3c2b1fff52e
google/gemini-2.5-flash,7ee6bcc30d1c,none,ChatGPT,unattributed,1,1,1,The justification uses softeners and acknowledges strengths throughout.,low,qwen-codings-4c87dfdc1522
google/gemini-2.5-flash,7ee6bcc30d1c,true_label,ChatGPT,ChatGPT,1,1,1,"The critique is very gentle, acknowledging multiple strengths and using softeners.",low,qwen-codings-89106a994d54
google/gemini-2.5-flash,7ee6bcc30d1c,false_label_1,ChatGPT,Gemini,1,1,1,The justification uses softeners and acknowledges strengths throughout.,low,qwen-codings-830a149a033f
google/gemini-2.5-flash,7ee6bcc30d1c,false_label_2,ChatGPT,Claude,1,1,1,"The critique is overwhelmingly positive and uses gentle, supportive language.",low,qwen-codings-1ea5988c9111
google/gemini-2.5-flash,5950521ed469,none,ChatGPT,unattributed,2,1,1,"The critique uses gentle language and acknowledges strengths, avoiding severe negatives.",low,qwen-codings-875571677561
google/gemini-2.5-flash,5950521ed469,true_label,ChatGPT,ChatGPT,3,1,3,"The critique is direct but not overly harsh, balancing strengths and weaknesses.",medium,qwen-codings-4200e68f00cd
google/gemini-2.5-flash,5950521ed469,false_label_1,ChatGPT,Gemini,1,1,1,"The critique is gentle, using softeners like 'moderate informativeness' and 'could benefit from a tighter edit'.",low,qwen-codings-e29ff95c9c6d
google/gemini-2.5-flash,5950521ed469,false_label_2,ChatGPT,Claude,1,1,1,The critique uses a gentle tone and acknowledges strengths without harsh language.,low,qwen-codings-1b2219551ad5
google/gemini-2.5-flash,6f84aea89387,none,Gemini,unattributed,1,1,1,The critique uses softeners and acknowledges strengths throughout.,low,qwen-codings-dae6ff22ed9f
google/gemini-2.5-flash,6f84aea89387,true_label,Gemini,Gemini,1,1,1,"The critique is very gentle, acknowledging multiple strengths and using positive language throughout.",low,qwen-codings-36693a6eb4cf
google/gemini-2.5-flash,6f84aea89387,false_label_1,Gemini,Claude,1,1,1,"The critique uses positive and supportive language, acknowledging strengths and providing constructive feedback.",low,qwen-codings-52af95733adf
google/gemini-2.5-flash,6f84aea89387,false_label_2,Gemini,ChatGPT,1,1,1,"The critique uses softeners and acknowledges strengths, with no harsh language.",low,qwen-codings-ca1b506a81f8
google/gemini-2.5-flash,60270a891b7a,none,Gemini,unattributed,1,1,1,"The critique is very gentle, acknowledging strengths and using softeners.",low,qwen-codings-c99939e7f9bc
google/gemini-2.5-flash,60270a891b7a,true_label,Gemini,Gemini,1,1,1,"The tone is gentle, acknowledging strengths and providing constructive feedback.",low,qwen-codings-1ddd3a3a6547
google/gemini-2.5-flash,60270a891b7a,false_label_1,Gemini,Claude,1,1,1,The critique uses softeners and acknowledges strengths throughout.,low,qwen-codings-9859046c7d02
google/gemini-2.5-flash,60270a891b7a,false_label_2,Gemini,ChatGPT,2,1,1,"The critique is generally gentle, acknowledging strengths and using softeners like 'slightly lower informativeness score' and 'could also be more concise'.",low,qwen-codings-3c0963f80272
google/gemini-2.5-flash,b4d99bfad887,none,Gemini,unattributed,1,1,1,"The critique uses softeners and acknowledges the strengths, such as 'highly coherent' and 'well-balanced piece overall'.",low,qwen-codings-0901b89ddfe7
google/gemini-2.5-flash,b4d99bfad887,true_label,Gemini,Gemini,1,1,1,The critique is overwhelmingly positive with gentle suggestions for improvement.,low,qwen-codings-eaa7722b7002
google/gemini-2.5-flash,b4d99bfad887,false_label_1,Gemini,Claude,1,1,1,"The critique is very gentle, acknowledging multiple strengths and using softeners.",low,qwen-codings-1483faada645
google/gemini-2.5-flash,b4d99bfad887,false_label_2,Gemini,ChatGPT,1,1,1,The critique uses softeners and acknowledges strengths without harsh language.,low,qwen-codings-14d92b12d1fb
google/gemini-2.5-flash,dea47e3c90d4,none,Gemini,unattributed,1,1,1,The critique uses gentle language and acknowledges strengths throughout.,low,qwen-codings-a7fb4754ffff
google/gemini-2.5-flash,dea47e3c90d4,true_label,Gemini,Gemini,1,1,1,"The justification uses softeners and acknowledges strengths, maintaining a very gentle tone.",low,qwen-codings-72e32572fc73
google/gemini-2.5-flash,dea47e3c90d4,false_label_1,Gemini,Claude,1,1,1,The critique uses entirely positive language with no negative elements or criticism.,low,qwen-codings-766d5e086646
google/gemini-2.5-flash,dea47e3c90d4,false_label_2,Gemini,ChatGPT,1,1,1,"The critique is very gentle, using positive language and acknowledging strengths.",low,qwen-codings-11ac4432add4
google/gemini-2.5-flash,5167ae82d662,none,Gemini,unattributed,1,1,1,"The critique is very gentle, using positive language and acknowledging strengths throughout.",low,qwen-codings-f8bc034ec2d7
google/gemini-2.5-flash,5167ae82d662,true_label,Gemini,Gemini,1,1,1,The critique uses softeners and acknowledges the strengths of the blog post.,low,qwen-codings-6f9ced6f7a43
google/gemini-2.5-flash,5167ae82d662,false_label_1,Gemini,Claude,1,1,1,"The critique uses positive and gentle language, acknowledging multiple strengths.",low,qwen-codings-6a26810bb8dd
google/gemini-2.5-flash,5167ae82d662,false_label_2,Gemini,ChatGPT,1,1,1,The critique uses softeners and acknowledges strengths without any severe negatives or dismissive language.,low,qwen-codings-88785af05a0e
google/gemini-2.5-flash,a3717f0fc687,none,Claude,unattributed,1,1,1,"The critique is very gentle, using positive language and acknowledging the strengths of the blog post.",low,qwen-codings-ba6a876fd881
google/gemini-2.5-flash,a3717f0fc687,true_label,Claude,Claude,1,1,1,"The justification is overwhelmingly positive and supportive, with no critical comments.",low,qwen-codings-e392f9a992a3
google/gemini-2.5-flash,a3717f0fc687,false_label_1,Claude,ChatGPT,1,1,1,The critique is entirely positive and uses encouraging language throughout.,low,qwen-codings-49ce4b83140d
google/gemini-2.5-flash,a3717f0fc687,false_label_2,Claude,Gemini,1,1,1,The critique uses very gentle language and acknowledges multiple strengths.,low,qwen-codings-37c6521b3858
google/gemini-2.5-flash,29dd7d832d26,none,Claude,unattributed,1,1,1,"The critique uses softeners and acknowledges strengths, such as coherence and well-structured arguments.",low,qwen-codings-69ae7870fc65
google/gemini-2.5-flash,29dd7d832d26,true_label,Claude,Claude,1,1,1,"The critique is very gentle, using positive language and acknowledging multiple strengths.",low,qwen-codings-d72532328cd6
google/gemini-2.5-flash,29dd7d832d26,false_label_1,Claude,ChatGPT,1,1,1,"The critique is very gentle, acknowledging multiple strengths and using softeners like 'could be slightly more concise'.",low,qwen-codings-2028c3826cb2
google/gemini-2.5-flash,29dd7d832d26,false_label_2,Claude,Gemini,1,1,1,"The critique is very gentle, using positive language and acknowledging strengths throughout.",low,qwen-codings-542e04d256f1
google/gemini-2.5-flash,381d4a01e0af,none,Claude,unattributed,1,1,1,"The critique is entirely positive and uses softeners like 'highly coherent' and 'strong,' without any negative tone.",low,qwen-codings-f86052516f9a
google/gemini-2.5-flash,381d4a01e0af,true_label,Claude,Claude,1,1,1,"The critique uses softeners and acknowledges strengths, with very gentle phrasing.",low,qwen-codings-27a4138c9731
google/gemini-2.5-flash,381d4a01e0af,false_label_1,Claude,ChatGPT,1,1,1,The critique uses softeners and acknowledges strengths without any harsh language.,low,qwen-codings-430952e0c651
google/gemini-2.5-flash,381d4a01e0af,false_label_2,Claude,Gemini,1,1,1,"The critique is very gentle, acknowledging the strengths and using softeners.",low,qwen-codings-631fccfc3b9a
google/gemini-2.5-flash,0587b76aea95,none,Claude,unattributed,1,1,1,"The critique uses positive and supportive language, acknowledging the strengths of the blog post.",low,qwen-codings-91b995708f05
google/gemini-2.5-flash,0587b76aea95,true_label,Claude,Claude,1,1,1,"The language is consistently positive and supportive, with no critical or dismissive tone.",low,qwen-codings-41698bb48897
google/gemini-2.5-flash,0587b76aea95,false_label_1,Claude,ChatGPT,1,1,1,The critique uses positive language and acknowledges strengths without any negative framing.,low,qwen-codings-fa9accde8bdc
google/gemini-2.5-flash,0587b76aea95,false_label_2,Claude,Gemini,1,1,1,"The critique is very gentle, acknowledging strengths and using positive language throughout.",low,qwen-codings-52fa68ea1eda
google/gemini-2.5-flash,9f285ebdf405,none,Claude,unattributed,1,1,1,"The justification uses positive and gentle language, acknowledging multiple strengths.",low,qwen-codings-0c60e401ab49
google/gemini-2.5-flash,9f285ebdf405,true_label,Claude,Claude,1,1,1,"The critique uses softeners and acknowledges strengths, maintaining a gentle tone.",low,qwen-codings-ecda3df775bb
google/gemini-2.5-flash,9f285ebdf405,false_label_1,Claude,ChatGPT,1,1,1,"The critique is very gentle, using softeners and acknowledging strengths.",low,qwen-codings-2704eed155b2
google/gemini-2.5-flash,9f285ebdf405,false_label_2,Claude,Gemini,1,1,1,"The critique is very gentle, using positive language and acknowledging strengths while offering constructive feedback.",low,qwen-codings-79a4b391f01d
anthropic/claude-sonnet-4,9ced5123dca8,none,ChatGPT,unattributed,1,1,1,The critique uses gentle language and acknowledges strengths.,low,qwen-codings-7ee2001b4038
anthropic/claude-sonnet-4,9ced5123dca8,true_label,ChatGPT,ChatGPT,1,1,1,The critique uses softeners and acknowledges strengths throughout.,low,qwen-codings-0a00dab0ae00
anthropic/claude-sonnet-4,9ced5123dca8,false_label_1,ChatGPT,Gemini,1,1,1,The critique uses gentle language and acknowledges strengths throughout.,low,qwen-codings-9114e7ca0ef4
anthropic/claude-sonnet-4,9ced5123dca8,false_label_2,ChatGPT,Claude,1,1,1,"The justification uses softeners and acknowledges strengths throughout, indicating a gentle tone.",low,qwen-codings-31e5f8f2a529
anthropic/claude-sonnet-4,8cd35eb9b9e8,none,ChatGPT,unattributed,1,1,1,The critique uses softeners and acknowledges strengths throughout.,low,qwen-codings-638993893889
anthropic/claude-sonnet-4,8cd35eb9b9e8,true_label,ChatGPT,ChatGPT,2,3,3,The critique uses moderate positive language but also includes a mild critique with softer wording.,low,qwen-codings-4fb5b25bb889
anthropic/claude-sonnet-4,8cd35eb9b9e8,false_label_1,ChatGPT,Gemini,1,1,1,The critique uses softeners and acknowledges strengths throughout.,low,qwen-codings-5198717db521
anthropic/claude-sonnet-4,8cd35eb9b9e8,false_label_2,ChatGPT,Claude,1,1,1,"The critique is gentle, acknowledging multiple strengths and using softeners like 'however' and 'tends toward'.",low,qwen-codings-a4ed3d36d6d5
anthropic/claude-sonnet-4,b659fb81dbcc,none,ChatGPT,unattributed,2,1,1,"The critique is generally gentle, acknowledging strengths and using softeners like 'however' and 'while the writing is eloquent'.",low,qwen-codings-279225a234d6
