id,category,timestamp_utc,model,key_inputs,status_code
evaluations-7b3daeaf96e4,evaluations,2026-05-09T19:15:03Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|627b8e7ddfdd|false_label_1,200
evaluations-bbf8b2333bc0,evaluations,2026-05-09T19:15:07Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|627b8e7ddfdd|false_label_2,200
evaluations-327afaebda5c,evaluations,2026-05-09T19:15:11Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|def716dad417|none,200
evaluations-21c2baaf93bc,evaluations,2026-05-09T19:15:14Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|def716dad417|true_label,200
evaluations-4a0ac9285c60,evaluations,2026-05-09T19:15:18Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|def716dad417|false_label_1,200
evaluations-ac5054e044be,evaluations,2026-05-09T19:15:21Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|def716dad417|false_label_2,200
evaluations-222c027c359d,evaluations,2026-05-09T19:15:25Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|69797564b334|none,200
evaluations-10354cd67ff7,evaluations,2026-05-09T19:15:29Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|69797564b334|true_label,200
evaluations-cfe7734163d4,evaluations,2026-05-09T19:15:32Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|69797564b334|false_label_1,200
evaluations-f9a204b92636,evaluations,2026-05-09T19:15:35Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|69797564b334|false_label_2,200
evaluations-ee8c9405d724,evaluations,2026-05-09T19:15:39Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|5fb48fe7c420|none,200
evaluations-177ca6fb2d99,evaluations,2026-05-09T19:15:42Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|5fb48fe7c420|true_label,200
evaluations-34abdef1b9d0,evaluations,2026-05-09T19:15:46Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|5fb48fe7c420|false_label_1,200
evaluations-55aeee0331e4,evaluations,2026-05-09T19:15:50Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|5fb48fe7c420|false_label_2,200
evaluations-413fd1705175,evaluations,2026-05-09T19:15:53Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|9445101b6bfa|none,200
evaluations-323e7eb76271,evaluations,2026-05-09T19:15:57Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|9445101b6bfa|true_label,200
evaluations-8ca540b7c33a,evaluations,2026-05-09T19:16:05Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|9445101b6bfa|false_label_1,200
evaluations-8bc86dcde4e9,evaluations,2026-05-09T19:16:09Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|9445101b6bfa|false_label_2,200
evaluations-b2511dccf218,evaluations,2026-05-09T19:16:12Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|999bb4623f49|none,200
evaluations-cd99916a74ba,evaluations,2026-05-09T19:16:18Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|999bb4623f49|true_label,200
evaluations-f85426825677,evaluations,2026-05-09T19:16:22Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|999bb4623f49|false_label_1,200
evaluations-644dfb9fbc29,evaluations,2026-05-09T19:16:28Z,anthropic/claude-sonnet-4,anthropic/claude-sonnet-4|999bb4623f49|false_label_2,200
qwen-codings-acdcd0d0a0a7,qwen-codings,2026-05-10T10:01:13Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|fadda31e192a|none,200
qwen-codings-d4551ec8e093,qwen-codings,2026-05-10T10:01:19Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|fadda31e192a|true_label,200
qwen-codings-b8621a288083,qwen-codings,2026-05-10T10:01:23Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|fadda31e192a|false_label_1,200
qwen-codings-0ec951cf5604,qwen-codings,2026-05-10T10:01:26Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|fadda31e192a|false_label_2,200
qwen-codings-949a7b70a3b9,qwen-codings,2026-05-10T10:01:29Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|08910860621b|none,200
qwen-codings-92529ac0a44d,qwen-codings,2026-05-10T10:01:32Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|08910860621b|true_label,200
qwen-codings-622552b4e947,qwen-codings,2026-05-10T10:01:36Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|08910860621b|false_label_1,200
qwen-codings-3921dfa69661,qwen-codings,2026-05-10T10:01:39Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|08910860621b|false_label_2,200
qwen-codings-2481d281dd8e,qwen-codings,2026-05-10T10:01:42Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|13f44e6d3f7b|none,200
qwen-codings-f2eb4a7097d3,qwen-codings,2026-05-10T10:01:46Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|13f44e6d3f7b|true_label,200
qwen-codings-6097a8b98dc5,qwen-codings,2026-05-10T10:01:49Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|13f44e6d3f7b|false_label_1,200
qwen-codings-778e1a10a568,qwen-codings,2026-05-10T10:01:52Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|13f44e6d3f7b|false_label_2,200
qwen-codings-1707cfbf8849,qwen-codings,2026-05-10T10:01:56Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|63452cdd2871|none,200
qwen-codings-db9a586fa561,qwen-codings,2026-05-10T10:01:59Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|63452cdd2871|true_label,200
qwen-codings-843bb5ecd097,qwen-codings,2026-05-10T10:02:03Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|63452cdd2871|false_label_1,200
qwen-codings-a806fe80e288,qwen-codings,2026-05-10T10:02:06Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|63452cdd2871|false_label_2,200
qwen-codings-ad454642a70a,qwen-codings,2026-05-10T10:02:11Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|bbfbdedc6265|none,200
qwen-codings-0bb9e7d33d39,qwen-codings,2026-05-10T10:02:15Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|bbfbdedc6265|true_label,200
qwen-codings-1aa9cad8c497,qwen-codings,2026-05-10T10:02:29Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|bbfbdedc6265|false_label_1,200
qwen-codings-f32040ebbecb,qwen-codings,2026-05-10T10:02:36Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|bbfbdedc6265|false_label_2,200
qwen-codings-dd4b13068a82,qwen-codings,2026-05-10T10:02:41Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|0386505f0fc3|none,200
qwen-codings-a8f02429241d,qwen-codings,2026-05-10T10:02:48Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|0386505f0fc3|true_label,200
qwen-codings-8fa72b17614c,qwen-codings,2026-05-10T10:02:51Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|0386505f0fc3|false_label_1,200
qwen-codings-1ccfe8aa8fa3,qwen-codings,2026-05-10T10:02:54Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|0386505f0fc3|false_label_2,200
qwen-codings-61a6ea3dd130,qwen-codings,2026-05-10T10:02:57Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|81c69986e1dd|none,200
qwen-codings-5664d6b1782d,qwen-codings,2026-05-10T10:03:00Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|81c69986e1dd|true_label,200
qwen-codings-600f68043729,qwen-codings,2026-05-10T10:03:03Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|81c69986e1dd|false_label_1,200
qwen-codings-29c04fecb667,qwen-codings,2026-05-10T10:03:06Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|81c69986e1dd|false_label_2,200
qwen-codings-4d10a054a8e7,qwen-codings,2026-05-10T10:03:09Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|073bbb8db1ce|none,200
qwen-codings-f6dfd5674816,qwen-codings,2026-05-10T10:03:11Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|073bbb8db1ce|true_label,200
qwen-codings-c3a9f823fb90,qwen-codings,2026-05-10T10:03:14Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|073bbb8db1ce|false_label_1,200
qwen-codings-852cc1a1a24b,qwen-codings,2026-05-10T10:03:17Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|073bbb8db1ce|false_label_2,200
qwen-codings-22b4bbf0dc1c,qwen-codings,2026-05-10T10:03:20Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|ba241b5822b4|none,200
qwen-codings-1a61fbfaa9e6,qwen-codings,2026-05-10T10:03:23Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|ba241b5822b4|true_label,200
qwen-codings-de5e1175c5c4,qwen-codings,2026-05-10T10:03:25Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|ba241b5822b4|false_label_1,200
qwen-codings-6fe5610c7ff4,qwen-codings,2026-05-10T10:03:28Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|ba241b5822b4|false_label_2,200
qwen-codings-ab6d9775ff06,qwen-codings,2026-05-10T10:03:31Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|627b8e7ddfdd|none,200
qwen-codings-d5a6f1f201a4,qwen-codings,2026-05-10T10:03:34Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|627b8e7ddfdd|true_label,200
qwen-codings-ac60ab893c5b,qwen-codings,2026-05-10T10:03:37Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|627b8e7ddfdd|false_label_1,200
qwen-codings-982f42f7dc43,qwen-codings,2026-05-10T10:03:40Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|627b8e7ddfdd|false_label_2,200
qwen-codings-a2218141aadb,qwen-codings,2026-05-10T10:03:43Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|def716dad417|none,200
qwen-codings-2db5d5068794,qwen-codings,2026-05-10T10:03:45Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|def716dad417|true_label,200
qwen-codings-cad2d622ea3c,qwen-codings,2026-05-10T10:03:48Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|def716dad417|false_label_1,200
qwen-codings-570cac32f2e5,qwen-codings,2026-05-10T10:03:50Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|def716dad417|false_label_2,200
qwen-codings-afaf6f87f4a7,qwen-codings,2026-05-10T10:03:53Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|69797564b334|none,200
qwen-codings-7783756ca477,qwen-codings,2026-05-10T10:03:55Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|69797564b334|true_label,200
qwen-codings-b6cf6b5e0d1b,qwen-codings,2026-05-10T10:03:58Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|69797564b334|false_label_1,200
qwen-codings-82a08a6e036f,qwen-codings,2026-05-10T10:04:00Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|69797564b334|false_label_2,200
qwen-codings-1515ed416e12,qwen-codings,2026-05-10T10:04:03Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|5fb48fe7c420|none,200
qwen-codings-23d86549aa01,qwen-codings,2026-05-10T10:04:06Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|5fb48fe7c420|true_label,200
qwen-codings-87afa6234378,qwen-codings,2026-05-10T10:04:08Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|5fb48fe7c420|false_label_1,200
qwen-codings-ab4ad37801b3,qwen-codings,2026-05-10T10:04:11Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|5fb48fe7c420|false_label_2,200
qwen-codings-ee70d8579bad,qwen-codings,2026-05-10T10:04:13Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|9445101b6bfa|none,200
qwen-codings-8c9983391050,qwen-codings,2026-05-10T10:04:17Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|9445101b6bfa|true_label,200
qwen-codings-8f8129c454a5,qwen-codings,2026-05-10T10:04:20Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|9445101b6bfa|false_label_1,200
qwen-codings-c7dd6fd70ed4,qwen-codings,2026-05-10T10:04:22Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|9445101b6bfa|false_label_2,200
qwen-codings-750ac6fd784d,qwen-codings,2026-05-10T10:04:26Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|999bb4623f49|none,200
qwen-codings-e194eb4e8b8d,qwen-codings,2026-05-10T10:04:29Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|999bb4623f49|true_label,200
qwen-codings-fa424e22ae7c,qwen-codings,2026-05-10T10:04:32Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|999bb4623f49|false_label_1,200
qwen-codings-87c93f4e2e0b,qwen-codings,2026-05-10T10:04:35Z,qwen/qwen-2.5-72b-instruct,openai/gpt-4o|999bb4623f49|false_label_2,200
qwen-codings-f16f89eec2e3,qwen-codings,2026-05-10T10:04:38Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|fadda31e192a|none,200
qwen-codings-5cb7289dc54f,qwen-codings,2026-05-10T10:04:41Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|fadda31e192a|true_label,200
qwen-codings-7b7294d369ac,qwen-codings,2026-05-10T10:04:43Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|fadda31e192a|false_label_1,200
qwen-codings-f938ec651727,qwen-codings,2026-05-10T10:04:46Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|fadda31e192a|false_label_2,200
qwen-codings-0c3460c0c2b7,qwen-codings,2026-05-10T10:04:50Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|08910860621b|none,200
qwen-codings-2b8e0a9f09ac,qwen-codings,2026-05-10T10:04:52Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|08910860621b|true_label,200
qwen-codings-985906b55383,qwen-codings,2026-05-10T10:04:55Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|08910860621b|false_label_1,200
qwen-codings-0f4adfcb5bdc,qwen-codings,2026-05-10T10:04:58Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|08910860621b|false_label_2,200
qwen-codings-68150a4b9432,qwen-codings,2026-05-10T10:05:00Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|13f44e6d3f7b|none,200
qwen-codings-fba9a9fe4ff3,qwen-codings,2026-05-10T10:05:04Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|13f44e6d3f7b|true_label,200
qwen-codings-0778498cdae0,qwen-codings,2026-05-10T10:05:10Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|13f44e6d3f7b|false_label_1,200
qwen-codings-ea72257001a1,qwen-codings,2026-05-10T10:05:13Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|13f44e6d3f7b|false_label_2,200
qwen-codings-4a1c93b0b718,qwen-codings,2026-05-10T10:05:16Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|63452cdd2871|none,200
qwen-codings-b0ffec159349,qwen-codings,2026-05-10T10:05:18Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|63452cdd2871|true_label,200
qwen-codings-f5f0930bbb14,qwen-codings,2026-05-10T10:05:22Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|63452cdd2871|false_label_1,200
qwen-codings-2240dc2a142e,qwen-codings,2026-05-10T10:05:26Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|63452cdd2871|false_label_2,200
qwen-codings-de9f7ca9a7f8,qwen-codings,2026-05-10T10:05:29Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|bbfbdedc6265|none,200
qwen-codings-cddac554d685,qwen-codings,2026-05-10T10:05:31Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|bbfbdedc6265|true_label,200
qwen-codings-735e673c0dd1,qwen-codings,2026-05-10T10:05:34Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|bbfbdedc6265|false_label_1,200
qwen-codings-c5dab7253154,qwen-codings,2026-05-10T10:05:36Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|bbfbdedc6265|false_label_2,200
qwen-codings-8a2b7904076c,qwen-codings,2026-05-10T10:05:41Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|0386505f0fc3|none,200
qwen-codings-d409cfc0c5e0,qwen-codings,2026-05-10T10:05:43Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|0386505f0fc3|true_label,200
qwen-codings-08c927529f08,qwen-codings,2026-05-10T10:05:46Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|0386505f0fc3|false_label_1,200
qwen-codings-0bd25a768782,qwen-codings,2026-05-10T10:05:49Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|0386505f0fc3|false_label_2,200
qwen-codings-14c5326d55cb,qwen-codings,2026-05-10T10:05:51Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|81c69986e1dd|none,200
qwen-codings-1fec4b42d02f,qwen-codings,2026-05-10T10:05:54Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|81c69986e1dd|true_label,200
qwen-codings-7533f62d811c,qwen-codings,2026-05-10T10:05:57Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|81c69986e1dd|false_label_1,200
qwen-codings-92fac48fa47e,qwen-codings,2026-05-10T10:05:59Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|81c69986e1dd|false_label_2,200
qwen-codings-3472e3de6610,qwen-codings,2026-05-10T10:06:02Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|073bbb8db1ce|none,200
qwen-codings-ffed098b72ca,qwen-codings,2026-05-10T10:06:04Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|073bbb8db1ce|true_label,200
qwen-codings-e561035798ca,qwen-codings,2026-05-10T10:06:07Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|073bbb8db1ce|false_label_1,200
qwen-codings-7e467f5e8bb6,qwen-codings,2026-05-10T10:06:11Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|073bbb8db1ce|false_label_2,200
qwen-codings-6765cc9ce663,qwen-codings,2026-05-10T10:06:14Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|ba241b5822b4|none,200
qwen-codings-2d087cf76255,qwen-codings,2026-05-10T10:06:16Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|ba241b5822b4|true_label,200
qwen-codings-ebfc34952100,qwen-codings,2026-05-10T10:06:19Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|ba241b5822b4|false_label_1,200
qwen-codings-2d6073661a41,qwen-codings,2026-05-10T10:06:21Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|ba241b5822b4|false_label_2,200
qwen-codings-1d6c6ef09baa,qwen-codings,2026-05-10T10:06:24Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|627b8e7ddfdd|none,200
qwen-codings-0415be771ba4,qwen-codings,2026-05-10T10:06:27Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|627b8e7ddfdd|true_label,200
qwen-codings-a5b75cf856ee,qwen-codings,2026-05-10T10:06:30Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|627b8e7ddfdd|false_label_1,200
qwen-codings-6553ea3ec19e,qwen-codings,2026-05-10T10:06:33Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|627b8e7ddfdd|false_label_2,200
qwen-codings-48d7ef8173a8,qwen-codings,2026-05-10T10:06:36Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|def716dad417|none,200
qwen-codings-c22998d24622,qwen-codings,2026-05-10T10:06:39Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|def716dad417|true_label,200
qwen-codings-620781c52d87,qwen-codings,2026-05-10T10:06:41Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|def716dad417|false_label_1,200
qwen-codings-bb67b9d1803c,qwen-codings,2026-05-10T10:06:44Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|def716dad417|false_label_2,200
qwen-codings-a7ac1f53bc5a,qwen-codings,2026-05-10T10:06:46Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|69797564b334|none,200
qwen-codings-c184ad511dd1,qwen-codings,2026-05-10T10:06:49Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|69797564b334|true_label,200
qwen-codings-46d84cad265a,qwen-codings,2026-05-10T10:06:51Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|69797564b334|false_label_1,200
qwen-codings-70dab0506d85,qwen-codings,2026-05-10T10:06:54Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|69797564b334|false_label_2,200
qwen-codings-274fb9b08da8,qwen-codings,2026-05-10T10:06:57Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|5fb48fe7c420|none,200
qwen-codings-26250e1e4090,qwen-codings,2026-05-10T10:07:00Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|5fb48fe7c420|true_label,200
qwen-codings-aa33f9df5117,qwen-codings,2026-05-10T10:07:03Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|5fb48fe7c420|false_label_1,200
qwen-codings-a74d760f3b26,qwen-codings,2026-05-10T10:07:05Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|5fb48fe7c420|false_label_2,200
qwen-codings-93846477b5b1,qwen-codings,2026-05-10T10:07:08Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|9445101b6bfa|none,200
qwen-codings-6892b2a871ca,qwen-codings,2026-05-10T10:07:11Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|9445101b6bfa|true_label,200
qwen-codings-4dd51dd94461,qwen-codings,2026-05-10T10:07:13Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|9445101b6bfa|false_label_1,200
qwen-codings-b52247902e14,qwen-codings,2026-05-10T10:07:17Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|9445101b6bfa|false_label_2,200
qwen-codings-34c52fe9bb2c,qwen-codings,2026-05-10T10:07:20Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|999bb4623f49|none,200
qwen-codings-c2a6f4c31b49,qwen-codings,2026-05-10T10:07:23Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|999bb4623f49|true_label,200
qwen-codings-b396e78061fd,qwen-codings,2026-05-10T10:07:26Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|999bb4623f49|false_label_1,200
qwen-codings-be3a551ad4ed,qwen-codings,2026-05-10T10:07:29Z,qwen/qwen-2.5-72b-instruct,google/gemini-2.5-flash|999bb4623f49|false_label_2,200
qwen-codings-54c651763eaf,qwen-codings,2026-05-10T10:07:32Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|fadda31e192a|none,200
qwen-codings-4644d7984831,qwen-codings,2026-05-10T10:07:35Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|fadda31e192a|true_label,200
qwen-codings-eb49b5936dd5,qwen-codings,2026-05-10T10:07:37Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|fadda31e192a|false_label_1,200
qwen-codings-156c92aa890d,qwen-codings,2026-05-10T10:07:40Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|fadda31e192a|false_label_2,200
qwen-codings-74d00c9832ac,qwen-codings,2026-05-10T10:07:43Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|08910860621b|none,200
qwen-codings-36813c6aa690,qwen-codings,2026-05-10T10:07:45Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|08910860621b|true_label,200
qwen-codings-04ca66185df3,qwen-codings,2026-05-10T10:07:48Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|08910860621b|false_label_1,200
qwen-codings-dea5ab13ba03,qwen-codings,2026-05-10T10:07:51Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|08910860621b|false_label_2,200
qwen-codings-6e418344a284,qwen-codings,2026-05-10T10:07:54Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|13f44e6d3f7b|none,200
qwen-codings-cf935be4b9e0,qwen-codings,2026-05-10T10:07:56Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|13f44e6d3f7b|true_label,200
qwen-codings-47a574499301,qwen-codings,2026-05-10T10:07:59Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|13f44e6d3f7b|false_label_1,200
qwen-codings-3d31a9f6f7be,qwen-codings,2026-05-10T10:08:02Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|13f44e6d3f7b|false_label_2,200
qwen-codings-1142854c083b,qwen-codings,2026-05-10T10:08:05Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|63452cdd2871|none,200
qwen-codings-800dec4f4a1d,qwen-codings,2026-05-10T10:08:07Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|63452cdd2871|true_label,200
qwen-codings-0cd10c6271a4,qwen-codings,2026-05-10T10:08:10Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|63452cdd2871|false_label_1,200
qwen-codings-5fc2fe609aa8,qwen-codings,2026-05-10T10:08:13Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|63452cdd2871|false_label_2,200
qwen-codings-b0852dc531bc,qwen-codings,2026-05-10T10:08:16Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|bbfbdedc6265|none,200
qwen-codings-c5b71383cf17,qwen-codings,2026-05-10T10:08:19Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|bbfbdedc6265|true_label,200
qwen-codings-faf505771d20,qwen-codings,2026-05-10T10:08:22Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|bbfbdedc6265|false_label_1,200
qwen-codings-5b4e55e00f7f,qwen-codings,2026-05-10T10:08:25Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|bbfbdedc6265|false_label_2,200
qwen-codings-42217a594de2,qwen-codings,2026-05-10T10:08:28Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|0386505f0fc3|none,200
qwen-codings-8c32d13b3690,qwen-codings,2026-05-10T10:08:32Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|0386505f0fc3|true_label,200
qwen-codings-9a75df7b02d4,qwen-codings,2026-05-10T10:08:35Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|0386505f0fc3|false_label_1,200
qwen-codings-abc8a2cf0fd6,qwen-codings,2026-05-10T10:08:38Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|0386505f0fc3|false_label_2,200
qwen-codings-97e2ef35c182,qwen-codings,2026-05-10T10:08:40Z,qwen/qwen-2.5-72b-instruct,anthropic/claude-sonnet-4|81c69986e1dd|none,200
